deal_id,deal_amount,outcome,risk_score,win_probability,industry,sales_rep_id,cycle_bucket,risk_tier
D04137,5650,Lost,53.5,46.5,Ecommerce,rep_24,Fast (0-30d),Medium Risk
D04138,7414,Won,54.7,45.3,Ecommerce,rep_2,Long (60-90d),Medium Risk
D04139,14160,Lost,54.3,45.7,Ecommerce,rep_12,Medium (30-60d),Medium Risk
D04140,30191,Lost,54.7,45.3,SaaS,rep_8,Medium (30-60d),Medium Risk
D04141,3397,Lost,55.6,44.4,SaaS,rep_5,Very Long (90-120d),High Risk
D04142,16662,Won,54.6,45.4,FinTech,rep_5,Very Long (90-120d),Medium Risk
D04143,93767,Lost,55.6,44.4,EdTech,rep_25,Very Long (90-120d),High Risk
D04144,2349,Lost,54.1,45.9,HealthTech,rep_16,Long (60-90d),Medium Risk
D04145,6319,Won,52.0,48.0,Ecommerce,rep_21,Fast (0-30d),Medium Risk
D04146,36124,Lost,54.8,45.2,FinTech,rep_11,Very Long (90-120d),Medium Risk
D04147,12804,Won,54.8,45.2,Ecommerce,rep_1,Long (60-90d),Medium Risk
D04148,92391,Lost,53.9,46.1,FinTech,rep_8,Long (60-90d),Medium Risk
D04149,80534,Won,54.0,46.0,Ecommerce,rep_19,Long (60-90d),Medium Risk
D04150,3789,Lost,52.9,47.1,FinTech,rep_25,Fast (0-30d),Medium Risk
D04151,14702,Lost,55.2,44.8,FinTech,rep_9,Very Long (90-120d),High Risk
D04152,39701,Won,54.7,45.3,Ecommerce,rep_15,Long (60-90d),Medium Risk
D04153,7138,Lost,55.2,44.8,HealthTech,rep_1,Medium (30-60d),High Risk
D04154,19942,Won,55.6,44.4,FinTech,rep_18,Very Long (90-120d),High Risk
D04155,65148,Won,54.9,45.1,FinTech,rep_23,Medium (30-60d),Medium Risk
D04156,4350,Won,54.3,45.7,HealthTech,rep_15,Fast (0-30d),Medium Risk
D04157,13112,Won,54.4,45.6,Ecommerce,rep_12,Very Long (90-120d),Medium Risk
D04158,16386,Won,55.1,44.9,Ecommerce,rep_6,Long (60-90d),High Risk
D04159,88509,Won,54.3,45.7,SaaS,rep_8,Very Long (90-120d),Medium Risk
D04160,16308,Lost,55.0,45.0,FinTech,rep_14,Long (60-90d),Medium Risk
D04161,18993,Lost,55.1,44.9,HealthTech,rep_13,Long (60-90d),High Risk
D04162,8556,Won,55.5,44.5,Ecommerce,rep_25,Medium (30-60d),High Risk
D04163,9398,Lost,55.2,44.8,HealthTech,rep_25,Medium (30-60d),High Risk
D04164,88767,Won,55.3,44.7,SaaS,rep_9,Medium (30-60d),High Risk
D04165,44238,Lost,56.0,44.0,SaaS,rep_7,Medium (30-60d),High Risk
D04166,37235,Won,53.5,46.5,Ecommerce,rep_21,Very Long (90-120d),Medium Risk
D04167,17496,Lost,56.2,43.8,HealthTech,rep_18,Medium (30-60d),High Risk
D04168,5343,Lost,55.5,44.5,FinTech,rep_10,Medium (30-60d),High Risk
D04169,6039,Won,53.9,46.1,Ecommerce,rep_6,Fast (0-30d),Medium Risk
D04170,17628,Lost,55.9,44.1,FinTech,rep_18,Medium (30-60d),High Risk
D04171,18618,Lost,53.4,46.6,FinTech,rep_8,Long (60-90d),Medium Risk
D04172,5487,Won,54.2,45.8,HealthTech,rep_11,Long (60-90d),Medium Risk
D04173,59388,Won,54.3,45.7,FinTech,rep_4,Very Long (90-120d),Medium Risk
D04174,5185,Lost,55.3,44.7,SaaS,rep_22,Fast (0-30d),High Risk
D04175,2634,Won,54.3,45.7,Ecommerce,rep_10,Fast (0-30d),Medium Risk
D04176,12668,Lost,55.8,44.2,EdTech,rep_17,Medium (30-60d),High Risk
D04177,14975,Lost,54.4,45.6,Ecommerce,rep_5,Long (60-90d),Medium Risk
D04178,63492,Lost,56.0,44.0,HealthTech,rep_23,Medium (30-60d),High Risk
D04179,74117,Lost,55.4,44.6,HealthTech,rep_9,Medium (30-60d),High Risk
D04180,31222,Lost,54.7,45.3,HealthTech,rep_12,Medium (30-60d),Medium Risk
D04181,6297,Lost,55.0,45.0,EdTech,rep_9,Very Long (90-120d),Medium Risk
D04182,19433,Lost,55.8,44.2,SaaS,rep_10,Very Long (90-120d),High Risk
D04183,4187,Won,55.7,44.3,Ecommerce,rep_13,Medium (30-60d),High Risk
D04184,97032,Lost,54.3,45.7,Ecommerce,rep_3,Very Long (90-120d),Medium Risk
D04185,10651,Lost,54.4,45.6,SaaS,rep_8,Long (60-90d),Medium Risk
D04186,3284,Won,55.2,44.8,Ecommerce,rep_24,Medium (30-60d),High Risk
D04187,18071,Won,54.7,45.3,SaaS,rep_16,Long (60-90d),Medium Risk
D04188,7099,Won,52.8,47.2,SaaS,rep_12,Fast (0-30d),Medium Risk
D04189,14119,Lost,53.4,46.6,Ecommerce,rep_11,Fast (0-30d),Medium Risk
D04190,84934,Won,55.1,44.9,Ecommerce,rep_11,Long (60-90d),High Risk
D04191,7124,Lost,55.0,45.0,FinTech,rep_13,Medium (30-60d),Medium Risk
D04192,7521,Won,55.7,44.3,Ecommerce,rep_15,Very Long (90-120d),High Risk
D04193,80689,Lost,54.6,45.4,SaaS,rep_3,Medium (30-60d),Medium Risk
D04194,18154,Lost,54.6,45.4,EdTech,rep_11,Very Long (90-120d),Medium Risk
D04195,14847,Won,54.1,45.9,SaaS,rep_8,Long (60-90d),Medium Risk
D04196,17640,Lost,56.1,43.9,FinTech,rep_18,Very Long (90-120d),High Risk
D04197,2160,Won,53.8,46.2,Ecommerce,rep_17,Fast (0-30d),Medium Risk
D04198,17236,Lost,54.7,45.3,HealthTech,rep_2,Very Long (90-120d),Medium Risk
D04199,7634,Lost,55.6,44.4,HealthTech,rep_22,Fast (0-30d),High Risk
D04200,5600,Won,55.1,44.9,HealthTech,rep_16,Very Long (90-120d),High Risk
D04201,6563,Lost,55.8,44.2,HealthTech,rep_13,Very Long (90-120d),High Risk
D04202,29660,Lost,54.3,45.7,FinTech,rep_4,Long (60-90d),Medium Risk
D04203,15972,Lost,55.9,44.1,HealthTech,rep_22,Long (60-90d),High Risk
D04204,5927,Lost,55.2,44.8,Ecommerce,rep_14,Very Long (90-120d),High Risk
D04205,17908,Lost,54.8,45.2,FinTech,rep_22,Fast (0-30d),Medium Risk
D04206,69423,Lost,55.4,44.6,SaaS,rep_13,Medium (30-60d),High Risk
D04207,16944,Won,54.6,45.4,SaaS,rep_20,Medium (30-60d),Medium Risk
D04208,5472,Lost,54.9,45.1,SaaS,rep_4,Very Long (90-120d),Medium Risk
D04209,26938,Lost,56.0,44.0,EdTech,rep_10,Very Long (90-120d),High Risk
D04210,12917,Lost,53.0,47.0,SaaS,rep_16,Fast (0-30d),Medium Risk
D04211,10672,Won,55.2,44.8,Ecommerce,rep_2,Medium (30-60d),High Risk
D04212,8119,Lost,54.2,45.8,SaaS,rep_6,Fast (0-30d),Medium Risk
D04213,35092,Lost,56.4,43.6,EdTech,rep_18,Long (60-90d),High Risk
D04214,45085,Lost,55.7,44.3,SaaS,rep_7,Very Long (90-120d),High Risk
D04215,59908,Lost,53.6,46.4,FinTech,rep_8,Very Long (90-120d),Medium Risk
D04216,77624,Won,55.1,44.9,FinTech,rep_14,Medium (30-60d),High Risk
D04217,6375,Won,54.5,45.5,Ecommerce,rep_5,Long (60-90d),Medium Risk
D04218,14496,Lost,52.9,47.1,Ecommerce,rep_16,Fast (0-30d),Medium Risk
D04219,93812,Won,55.8,44.2,FinTech,rep_10,Medium (30-60d),High Risk
D04220,6430,Won,53.7,46.3,SaaS,rep_17,Fast (0-30d),Medium Risk
D04221,7522,Lost,53.2,46.8,Ecommerce,rep_8,Fast (0-30d),Medium Risk
D04222,74888,Won,55.2,44.8,FinTech,rep_2,Medium (30-60d),High Risk
D04223,12922,Lost,55.4,44.6,Ecommerce,rep_11,Very Long (90-120d),High Risk
D04224,5466,Won,54.5,45.5,Ecommerce,rep_16,Very Long (90-120d),Medium Risk
D04225,7042,Won,56.7,43.3,EdTech,rep_18,Very Long (90-120d),High Risk
D04226,42970,Won,55.2,44.8,Ecommerce,rep_2,Medium (30-60d),High Risk
D04227,2516,Lost,52.1,47.9,Ecommerce,rep_21,Fast (0-30d),Medium Risk
D04228,19487,Lost,54.1,45.9,FinTech,rep_24,Long (60-90d),Medium Risk
D04229,79632,Lost,55.3,44.7,EdTech,rep_14,Very Long (90-120d),High Risk
D04230,42660,Lost,54.0,46.0,FinTech,rep_20,Very Long (90-120d),Medium Risk
D04231,4782,Lost,54.0,46.0,Ecommerce,rep_21,Medium (30-60d),Medium Risk
D04232,6067,Lost,55.2,44.8,EdTech,rep_17,Very Long (90-120d),High Risk
D04233,55810,Lost,55.8,44.2,EdTech,rep_17,Very Long (90-120d),High Risk
D04234,19003,Won,55.4,44.6,EdTech,rep_23,Medium (30-60d),High Risk
D04235,7139,Won,54.9,45.1,EdTech,rep_20,Long (60-90d),Medium Risk
D04236,11801,Won,55.6,44.4,Ecommerce,rep_9,Medium (30-60d),High Risk
D04237,8269,Lost,55.2,44.8,SaaS,rep_2,Very Long (90-120d),High Risk
D04238,15736,Won,54.6,45.4,EdTech,rep_1,Long (60-90d),Medium Risk
D04239,4224,Won,54.2,45.8,Ecommerce,rep_6,Fast (0-30d),Medium Risk
D04240,65376,Lost,55.0,45.0,SaaS,rep_5,Medium (30-60d),Medium Risk
D04241,5625,Lost,54.3,45.7,SaaS,rep_8,Medium (30-60d),Medium Risk
D04242,86136,Lost,54.8,45.2,Ecommerce,rep_25,Long (60-90d),Medium Risk
D04243,19122,Lost,55.4,44.6,SaaS,rep_6,Very Long (90-120d),High Risk
D04244,98972,Won,54.3,45.7,SaaS,rep_12,Medium (30-60d),Medium Risk
D04245,40626,Lost,56.1,43.9,Ecommerce,rep_22,Long (60-90d),High Risk
D04246,18467,Won,54.9,45.1,Ecommerce,rep_17,Long (60-90d),Medium Risk
D04247,4796,Won,54.2,45.8,SaaS,rep_13,Fast (0-30d),Medium Risk
D04248,12254,Won,54.1,45.9,HealthTech,rep_16,Long (60-90d),Medium Risk
D04249,4202,Lost,54.4,45.6,Ecommerce,rep_19,Long (60-90d),Medium Risk
D04250,3604,Won,54.5,45.5,FinTech,rep_22,Fast (0-30d),Medium Risk
D04251,74409,Won,54.7,45.3,Ecommerce,rep_9,Long (60-90d),Medium Risk
D04252,15257,Won,54.3,45.7,FinTech,rep_5,Long (60-90d),Medium Risk
D04253,5164,Won,54.2,45.8,EdTech,rep_3,Long (60-90d),Medium Risk
D04254,9138,Lost,55.9,44.1,FinTech,rep_7,Very Long (90-120d),High Risk
D04255,9579,Lost,55.8,44.2,HealthTech,rep_7,Long (60-90d),High Risk
D04256,5119,Won,54.7,45.3,HealthTech,rep_15,Long (60-90d),Medium Risk
D04257,8644,Won,54.4,45.6,FinTech,rep_20,Medium (30-60d),Medium Risk
D04258,8998,Lost,54.1,45.9,Ecommerce,rep_15,Fast (0-30d),Medium Risk
D04259,49527,Won,55.5,44.5,Ecommerce,rep_13,Very Long (90-120d),High Risk
D04260,96429,Lost,54.1,45.9,HealthTech,rep_19,Long (60-90d),Medium Risk
D04261,4576,Lost,54.9,45.1,EdTech,rep_1,Very Long (90-120d),Medium Risk
D04262,4160,Won,55.3,44.7,FinTech,rep_15,Very Long (90-120d),High Risk
D04263,12290,Lost,55.0,45.0,SaaS,rep_23,Very Long (90-120d),Medium Risk
D04264,9321,Lost,54.2,45.8,HealthTech,rep_21,Medium (30-60d),Medium Risk
D04265,49507,Won,53.7,46.3,SaaS,rep_1,Fast (0-30d),Medium Risk
D04266,90158,Lost,55.0,45.0,Ecommerce,rep_23,Very Long (90-120d),Medium Risk
D04267,4478,Lost,54.8,45.2,Ecommerce,rep_11,Medium (30-60d),Medium Risk
D04268,7753,Won,53.3,46.7,SaaS,rep_19,Fast (0-30d),Medium Risk
D04269,10108,Lost,55.0,45.0,Ecommerce,rep_14,Long (60-90d),Medium Risk
D04270,14470,Won,52.2,47.8,Ecommerce,rep_21,Fast (0-30d),Medium Risk
D04271,13733,Lost,56.2,43.8,SaaS,rep_18,Medium (30-60d),High Risk
D04272,15526,Won,52.7,47.3,SaaS,rep_19,Fast (0-30d),Medium Risk
D04273,14126,Won,54.7,45.3,HealthTech,rep_2,Very Long (90-120d),Medium Risk
D04274,54739,Lost,54.9,45.1,EdTech,rep_20,Long (60-90d),Medium Risk
D04275,32792,Lost,54.8,45.2,HealthTech,rep_13,Long (60-90d),Medium Risk
D04276,64143,Lost,55.3,44.7,FinTech,rep_14,Medium (30-60d),High Risk
D04277,11770,Lost,55.8,44.2,HealthTech,rep_13,Very Long (90-120d),High Risk
D04278,13257,Lost,56.8,43.2,HealthTech,rep_22,Very Long (90-120d),High Risk
D04279,12309,Lost,54.3,45.7,Ecommerce,rep_7,Fast (0-30d),Medium Risk
D04280,78055,Lost,54.5,45.5,Ecommerce,rep_10,Fast (0-30d),Medium Risk
D04281,32365,Won,55.1,44.9,EdTech,rep_24,Very Long (90-120d),High Risk
D04282,6937,Won,54.7,45.3,HealthTech,rep_17,Long (60-90d),Medium Risk
D04283,10822,Lost,55.8,44.2,HealthTech,rep_14,Long (60-90d),High Risk
D04284,14187,Lost,56.4,43.6,HealthTech,rep_7,Medium (30-60d),High Risk
D04285,15617,Won,53.3,46.7,FinTech,rep_9,Fast (0-30d),Medium Risk
D04286,64705,Won,55.0,45.0,HealthTech,rep_25,Very Long (90-120d),Medium Risk
D04287,2940,Won,55.1,44.9,EdTech,rep_16,Very Long (90-120d),High Risk
D04288,18305,Lost,55.9,44.1,Ecommerce,rep_9,Medium (30-60d),High Risk
D04289,63584,Won,54.5,45.5,Ecommerce,rep_2,Long (60-90d),Medium Risk
D04290,91516,Lost,54.5,45.5,HealthTech,rep_4,Long (60-90d),Medium Risk
D04291,13736,Lost,55.2,44.8,HealthTech,rep_6,Long (60-90d),High Risk
D04292,16794,Lost,57.1,42.9,HealthTech,rep_22,Very Long (90-120d),High Risk
D04293,4890,Won,54.2,45.8,FinTech,rep_4,Long (60-90d),Medium Risk
D04294,30420,Lost,54.5,45.5,SaaS,rep_19,Very Long (90-120d),Medium Risk
D04295,7816,Lost,53.6,46.4,FinTech,rep_16,Long (60-90d),Medium Risk
D04296,18603,Lost,52.7,47.3,FinTech,rep_20,Fast (0-30d),Medium Risk
D04297,4067,Lost,55.1,44.9,SaaS,rep_1,Medium (30-60d),High Risk
D04298,17912,Won,55.4,44.6,EdTech,rep_24,Medium (30-60d),High Risk
D04299,61810,Won,55.0,45.0,SaaS,rep_5,Medium (30-60d),Medium Risk
D04300,5438,Won,56.1,43.9,FinTech,rep_18,Very Long (90-120d),High Risk
D04301,6306,Won,56.0,44.0,HealthTech,rep_23,Very Long (90-120d),High Risk
D04302,88667,Lost,53.1,46.9,HealthTech,rep_21,Long (60-90d),Medium Risk
D04303,75587,Won,55.3,44.7,HealthTech,rep_6,Long (60-90d),High Risk
D04304,28881,Won,53.2,46.8,Ecommerce,rep_2,Fast (0-30d),Medium Risk
D04305,10730,Won,56.5,43.5,SaaS,rep_22,Very Long (90-120d),High Risk
D04306,41953,Lost,55.9,44.1,SaaS,rep_7,Very Long (90-120d),High Risk
D04307,2724,Won,54.9,45.1,EdTech,rep_8,Medium (30-60d),Medium Risk
D04308,18640,Lost,53.4,46.6,HealthTech,rep_21,Very Long (90-120d),Medium Risk
D04309,17094,Won,54.9,45.1,HealthTech,rep_1,Long (60-90d),Medium Risk
D04310,19083,Lost,55.5,44.5,Ecommerce,rep_14,Long (60-90d),High Risk
D04311,16323,Won,53.7,46.3,SaaS,rep_9,Fast (0-30d),Medium Risk
D04312,13524,Won,54.8,45.2,Ecommerce,rep_24,Long (60-90d),Medium Risk
D04313,44097,Won,55.2,44.8,EdTech,rep_13,Very Long (90-120d),High Risk
D04314,18846,Won,54.4,45.6,FinTech,rep_1,Very Long (90-120d),Medium Risk
D04315,62140,Lost,56.5,43.5,SaaS,rep_22,Very Long (90-120d),High Risk
D04316,7212,Lost,54.9,45.1,Ecommerce,rep_9,Very Long (90-120d),Medium Risk
D04317,10092,Lost,55.4,44.6,HealthTech,rep_9,Very Long (90-120d),High Risk
D04318,2038,Lost,54.3,45.7,FinTech,rep_23,Long (60-90d),Medium Risk
D04319,8829,Lost,56.1,43.9,EdTech,rep_6,Medium (30-60d),High Risk
D04320,2445,Won,55.6,44.4,HealthTech,rep_15,Medium (30-60d),High Risk
D04321,2302,Lost,53.6,46.4,Ecommerce,rep_21,Very Long (90-120d),Medium Risk
D04322,3102,Lost,53.6,46.4,EdTech,rep_1,Fast (0-30d),Medium Risk
D04323,44541,Lost,55.8,44.2,EdTech,rep_13,Medium (30-60d),High Risk
D04324,17133,Won,52.4,47.6,FinTech,rep_12,Fast (0-30d),Medium Risk
D04325,60616,Lost,54.4,45.6,HealthTech,rep_4,Long (60-90d),Medium Risk
D04326,18503,Won,54.9,45.1,EdTech,rep_8,Medium (30-60d),Medium Risk
D04327,16334,Won,54.8,45.2,EdTech,rep_1,Long (60-90d),Medium Risk
D04328,11473,Won,54.3,45.7,SaaS,rep_14,Fast (0-30d),Medium Risk
D04329,6837,Lost,52.2,47.8,Ecommerce,rep_21,Fast (0-30d),Medium Risk
D04330,3459,Won,54.0,46.0,HealthTech,rep_8,Long (60-90d),Medium Risk
D04331,2713,Lost,55.7,44.3,Ecommerce,rep_23,Very Long (90-120d),High Risk
D04332,91500,Won,54.8,45.2,SaaS,rep_19,Very Long (90-120d),Medium Risk
D04333,74476,Lost,53.6,46.4,EdTech,rep_16,Fast (0-30d),Medium Risk
D04334,6233,Won,54.3,45.7,FinTech,rep_14,Long (60-90d),Medium Risk
D04335,60255,Lost,54.5,45.5,FinTech,rep_17,Long (60-90d),Medium Risk
D04336,28826,Won,53.4,46.6,FinTech,rep_19,Long (60-90d),Medium Risk
D04337,8325,Won,53.9,46.1,FinTech,rep_10,Fast (0-30d),Medium Risk
D04338,14937,Won,53.6,46.4,FinTech,rep_19,Long (60-90d),Medium Risk
D04339,3980,Lost,53.8,46.2,HealthTech,rep_23,Fast (0-30d),Medium Risk
D04340,96415,Lost,54.4,45.6,HealthTech,rep_7,Fast (0-30d),Medium Risk
D04341,4615,Won,54.3,45.7,Ecommerce,rep_6,Fast (0-30d),Medium Risk
D04342,3028,Won,54.0,46.0,FinTech,rep_16,Very Long (90-120d),Medium Risk
D04343,88768,Lost,55.6,44.4,Ecommerce,rep_2,Medium (30-60d),High Risk
D04344,11405,Lost,55.2,44.8,HealthTech,rep_1,Medium (30-60d),High Risk
D04345,72882,Won,54.6,45.4,SaaS,rep_19,Medium (30-60d),Medium Risk
D04346,19830,Won,52.3,47.7,FinTech,rep_12,Fast (0-30d),Medium Risk
D04347,54503,Lost,56.6,43.4,EdTech,rep_18,Medium (30-60d),High Risk
D04348,12027,Lost,55.0,45.0,HealthTech,rep_5,Very Long (90-120d),Medium Risk
D04349,3942,Lost,55.3,44.7,SaaS,rep_8,Medium (30-60d),High Risk
D04350,10215,Lost,55.7,44.3,EdTech,rep_7,Long (60-90d),High Risk
D04351,6607,Won,54.7,45.3,EdTech,rep_12,Very Long (90-120d),Medium Risk
D04352,3260,Won,53.8,46.2,Ecommerce,rep_19,Long (60-90d),Medium Risk
D04353,19740,Won,55.5,44.5,SaaS,rep_7,Long (60-90d),High Risk
D04354,6735,Won,54.9,45.1,Ecommerce,rep_9,Long (60-90d),Medium Risk
D04355,14756,Won,55.3,44.7,SaaS,rep_17,Very Long (90-120d),High Risk
D04356,6839,Lost,55.6,44.4,EdTech,rep_6,Long (60-90d),High Risk
D04357,28398,Won,53.8,46.2,Ecommerce,rep_2,Fast (0-30d),Medium Risk
D04358,9286,Won,54.8,45.2,HealthTech,rep_2,Very Long (90-120d),Medium Risk
D04359,14736,Won,54.5,45.5,HealthTech,rep_23,Fast (0-30d),Medium Risk
D04360,10559,Won,53.5,46.5,HealthTech,rep_1,Fast (0-30d),Medium Risk
D04361,2223,Won,55.0,45.0,SaaS,rep_17,Very Long (90-120d),Medium Risk
D04362,18497,Won,54.7,45.3,HealthTech,rep_4,Very Long (90-120d),Medium Risk
D04363,18423,Lost,54.7,45.3,EdTech,rep_19,Medium (30-60d),Medium Risk
D04364,17766,Won,54.7,45.3,HealthTech,rep_12,Medium (30-60d),Medium Risk
D04365,25209,Won,55.4,44.6,HealthTech,rep_13,Long (60-90d),High Risk
D04366,19818,Lost,54.7,45.3,HealthTech,rep_24,Long (60-90d),Medium Risk
D04367,17628,Won,54.7,45.3,SaaS,rep_20,Very Long (90-120d),Medium Risk
D04368,7949,Won,54.0,46.0,FinTech,rep_5,Long (60-90d),Medium Risk
D04369,3315,Won,53.3,46.7,FinTech,rep_24,Fast (0-30d),Medium Risk
D04370,17853,Won,54.0,46.0,FinTech,rep_16,Very Long (90-120d),Medium Risk
D04371,4551,Won,55.1,44.9,EdTech,rep_5,Medium (30-60d),High Risk
D04372,48903,Lost,53.8,46.2,EdTech,rep_23,Fast (0-30d),Medium Risk
D04373,45770,Lost,54.8,45.2,FinTech,rep_9,Very Long (90-120d),Medium Risk
D04374,11395,Lost,53.3,46.7,SaaS,rep_21,Very Long (90-120d),Medium Risk
D04375,2177,Lost,53.5,46.5,EdTech,rep_21,Very Long (90-120d),Medium Risk
D04376,19457,Won,54.4,45.6,HealthTech,rep_5,Long (60-90d),Medium Risk
D04377,29180,Lost,53.1,46.9,EdTech,rep_20,Fast (0-30d),Medium Risk
D04378,10755,Lost,53.8,46.2,EdTech,rep_8,Long (60-90d),Medium Risk
D04379,10234,Lost,55.6,44.4,HealthTech,rep_24,Long (60-90d),High Risk
D04380,7790,Lost,55.6,44.4,EdTech,rep_25,Very Long (90-120d),High Risk
D04381,75419,Won,54.9,45.1,Ecommerce,rep_15,Long (60-90d),Medium Risk
D04382,5295,Won,56.1,43.9,Ecommerce,rep_7,Very Long (90-120d),High Risk
D04383,3626,Won,54.7,45.3,EdTech,rep_11,Very Long (90-120d),Medium Risk
D04384,27688,Won,52.9,47.1,FinTech,rep_16,Fast (0-30d),Medium Risk
D04385,63928,Won,56.2,43.8,HealthTech,rep_18,Very Long (90-120d),High Risk
D04386,11052,Lost,55.1,44.9,Ecommerce,rep_24,Very Long (90-120d),High Risk
D04387,77451,Lost,55.3,44.7,EdTech,rep_10,Long (60-90d),High Risk
D04388,18797,Won,53.8,46.2,FinTech,rep_3,Very Long (90-120d),Medium Risk
D04389,16580,Won,53.0,47.0,EdTech,rep_20,Fast (0-30d),Medium Risk
D04390,7869,Lost,54.9,45.1,SaaS,rep_9,Long (60-90d),Medium Risk
D04391,58461,Lost,53.6,46.4,EdTech,rep_1,Fast (0-30d),Medium Risk
D04392,2701,Lost,53.2,46.8,EdTech,rep_2,Fast (0-30d),Medium Risk
D04393,11555,Won,55.3,44.7,Ecommerce,rep_17,Medium (30-60d),High Risk
D04394,13860,Lost,54.1,45.9,SaaS,rep_9,Fast (0-30d),Medium Risk
D04395,54843,Won,55.5,44.5,Ecommerce,rep_15,Medium (30-60d),High Risk
D04396,6422,Lost,54.9,45.1,FinTech,rep_4,Medium (30-60d),Medium Risk
D04397,12195,Lost,55.8,44.2,EdTech,rep_7,Very Long (90-120d),High Risk
D04398,53391,Lost,55.2,44.8,EdTech,rep_6,Long (60-90d),High Risk
D04399,3638,Won,54.8,45.2,Ecommerce,rep_1,Very Long (90-120d),Medium Risk
D04400,19871,Lost,56.2,43.8,SaaS,rep_18,Long (60-90d),High Risk
D04401,6857,Won,54.5,45.5,FinTech,rep_14,Long (60-90d),Medium Risk
D04402,29748,Lost,55.5,44.5,EdTech,rep_25,Very Long (90-120d),High Risk
D04403,34496,Lost,56.2,43.8,HealthTech,rep_22,Very Long (90-120d),High Risk
D04404,18201,Lost,54.0,46.0,HealthTech,rep_21,Very Long (90-120d),Medium Risk
D04405,12269,Won,54.9,45.1,Ecommerce,rep_18,Fast (0-30d),Medium Risk
D04406,2307,Lost,52.2,47.8,HealthTech,rep_21,Fast (0-30d),Medium Risk
D04407,85232,Lost,52.6,47.4,Ecommerce,rep_8,Fast (0-30d),Medium Risk
D04408,7662,Won,54.1,45.9,HealthTech,rep_20,Long (60-90d),Medium Risk
D04409,4911,Lost,56.7,43.3,HealthTech,rep_18,Very Long (90-120d),High Risk
D04410,7266,Lost,54.6,45.4,SaaS,rep_5,Very Long (90-120d),Medium Risk
D04411,8949,Won,53.5,46.5,FinTech,rep_14,Fast (0-30d),Medium Risk
D04412,43662,Won,55.1,44.9,Ecommerce,rep_13,Very Long (90-120d),High Risk
D04413,96443,Won,54.6,45.4,Ecommerce,rep_2,Long (60-90d),Medium Risk
D04414,7865,Won,52.6,47.4,FinTech,rep_21,Long (60-90d),Medium Risk
D04415,74537,Won,55.2,44.8,EdTech,rep_6,Long (60-90d),High Risk
D04416,30201,Lost,55.6,44.4,EdTech,rep_24,Medium (30-60d),High Risk
D04417,21684,Won,54.8,45.2,SaaS,rep_20,Medium (30-60d),Medium Risk
D04418,34360,Won,54.3,45.7,SaaS,rep_20,Long (60-90d),Medium Risk
D04419,10194,Lost,55.3,44.7,SaaS,rep_9,Medium (30-60d),High Risk
D04420,19355,Won,54.2,45.8,EdTech,rep_16,Long (60-90d),Medium Risk
D04421,7280,Won,54.1,45.9,FinTech,rep_11,Very Long (90-120d),Medium Risk
D04422,11488,Lost,56.6,43.4,Ecommerce,rep_18,Medium (30-60d),High Risk
D04423,4662,Lost,56.8,43.2,Ecommerce,rep_22,Medium (30-60d),High Risk
D04424,80056,Lost,53.5,46.5,FinTech,rep_25,Fast (0-30d),Medium Risk
D04425,4040,Won,53.3,46.7,HealthTech,rep_5,Fast (0-30d),Medium Risk
D04426,17450,Lost,54.7,45.3,SaaS,rep_23,Long (60-90d),Medium Risk
D04427,14492,Lost,53.1,46.9,FinTech,rep_20,Fast (0-30d),Medium Risk
D04428,19755,Lost,54.9,45.1,HealthTech,rep_5,Very Long (90-120d),Medium Risk
D04429,4789,Won,54.7,45.3,HealthTech,rep_1,Long (60-90d),Medium Risk
D04430,89520,Lost,55.7,44.3,SaaS,rep_13,Medium (30-60d),High Risk
D04431,5684,Lost,54.6,45.4,SaaS,rep_3,Medium (30-60d),Medium Risk
D04432,9380,Lost,54.8,45.2,HealthTech,rep_8,Medium (30-60d),Medium Risk
D04433,9014,Lost,54.5,45.5,HealthTech,rep_11,Long (60-90d),Medium Risk
D04434,48549,Lost,56.0,44.0,SaaS,rep_6,Medium (30-60d),High Risk
D04435,5991,Won,55.3,44.7,Ecommerce,rep_10,Long (60-90d),High Risk
D04436,72853,Won,54.1,45.9,SaaS,rep_17,Fast (0-30d),Medium Risk
D04437,86279,Lost,55.6,44.4,HealthTech,rep_17,Medium (30-60d),High Risk
D04438,48643,Won,55.4,44.6,FinTech,rep_9,Medium (30-60d),High Risk
D04439,17408,Won,55.5,44.5,HealthTech,rep_17,Medium (30-60d),High Risk
D04440,58563,Won,54.7,45.3,FinTech,rep_13,Very Long (90-120d),Medium Risk
D04441,92862,Lost,54.9,45.1,EdTech,rep_3,Medium (30-60d),Medium Risk
D04442,18124,Lost,54.6,45.4,Ecommerce,rep_23,Long (60-90d),Medium Risk
D04443,11701,Lost,53.5,46.5,HealthTech,rep_3,Fast (0-30d),Medium Risk
D04444,11419,Lost,54.9,45.1,FinTech,rep_17,Medium (30-60d),Medium Risk
D04445,8387,Won,55.4,44.6,HealthTech,rep_17,Very Long (90-120d),High Risk
D04446,78102,Won,54.9,45.1,Ecommerce,rep_15,Very Long (90-120d),Medium Risk
D04447,70303,Won,54.1,45.9,HealthTech,rep_21,Very Long (90-120d),Medium Risk
D04448,12148,Won,54.6,45.4,FinTech,rep_12,Medium (30-60d),Medium Risk
D04449,28439,Won,55.0,45.0,HealthTech,rep_17,Long (60-90d),Medium Risk
